product_id,name,department,clothing,type_of_clothing,price,color
685816002,áo thun regular fit,man,shirt,shortsleeve,14900,"màu đen (#272628), màu trắng (#ffffff), màu xám đậm (#5c595b), màu xanh kaki (#45503e)"
685816255,áo thun regular fit,man,shirt,shortsleeve,14900,"màu xanh dương (#767f99), màu trắng (#ffffff), màu đen (#272628), màu xám đậm (#5c595b)"
1013956003,áo sơ mi oxford regular fit,man,shirt,longsleeved,49900,"màu xanh dương nhạt (#a9b7d8), màu trắng (#ffffff), màu be (#a39c8b), màu xanh tím than (#2b2c32)"
956343001,áo polo slim fit,man,shirt,polo,29900,"màu đen (#272628), màu trắng (#ffffff), màu xanh tím than (#23263b), màu xanh kaki đậm (#45503e)"
685816247,áo thun regular fit,man,shirt,shortsleeve,14900,"màu nâu đậm (#3f3838), màu trắng (#ffffff), màu đen (#272628), màu xám đậm (#5c595b)"
1013956048,áo sơ mi oxford regular fit,man,shirt,longsleeved,49900,"màu đen (#272628), màu trắng (#ffffff), màu xanh dương nhạt (#a9b7d8), màu be (#a39c8b)"
685816001,áo thun regular fit,man,shirt,shortsleeve,14900,"màu trắng (#ffffff), màu đen (#272628), màu xám đậm (#5c595b), màu xanh kaki (#45503e)"
1074402014,quần dài cotton dệt chéo slim fit,man,trousers,,49900,"màu be nhạt (#b5afa0), màu đen (#272628), màu xanh tím than (#393a45), màu xám đậm (#383a3d)"
608945107,áo thun loose fit,man,shirt,shortsleeve,29900,"màu xanh tím than (#23263b), màu trắng (#ffffff), màu đen (#272628), màu xanh lá đậm (#384440)"
1029317001,áo jersey regular fit,man,shirt,longsleeve,29900,"màu đen (#272628), màu trắng (#ffffff), màu xanh dương nhạt (#858c94), màu be xám nhạt (#e4e2dc)"
570002001,áo thun slim fit,man,shirt,shortsleeve,19900,"màu đen (#272628), màu trắng (#ffffff), màu xanh lá rừng (#384440), màu đỏ rượu (#5b313d)"
1074406030,quần dài slim fit,man,trousers,dressed,69900,"màu xám (#6c6d6e), màu đen (#272628), màu xám nhạt/kẻ ca rô (#898d8b), màu đen/kẻ ca rô (#272628)"
1074406001,quần dài slim fit,man,trousers,dressed,69900,"màu đen (#272628), màu xám nhạt/kẻ ca rô (#898d8b), màu đen/kẻ ca rô (#272628), màu xám/kẻ ca rô (#272628)"
1101074001,áo thun cotton pima slim fit,man,shirt,shortsleeve,37900,"màu trắng (#ffffff), màu đen (#272628), màu xanh tím than (#2b2c32), màu xám nhạt đốm (#afafaf)"
811993040,regular jeans,man,trousers,regular,99900,"màu đen (#2e2e30), màu xanh denim nhạt (#8898ac), màu xanh denim (#5f6475), màu xanh denim (#b1bed7)"
1029317002,áo jersey regular fit,man,shirt,longsleeve,29900,"màu trắng (#ffffff), màu đen (#272628), màu xanh dương nhạt (#858c94), màu be xám nhạt (#e4e2dc)"
570002002,áo thun slim fit,man,shirt,shortsleeve,19900,"màu trắng (#ffffff), màu đen (#272628), màu xanh lá rừng (#384440), màu đỏ rượu (#5b313d)"
875105036,relaxed jeans,man,trousers,relaxed,1099000,màu xanh denim nhạt (#adbad1)
1013956057,áo sơ mi oxford regular fit,man,shirt,longsleeved,49900,"màu xanh kaki đậm (#5d5950), màu trắng (#ffffff), màu xanh dương nhạt (#a9b7d8), màu be (#a39c8b)"
1074402002,quần dài cotton dệt chéo slim fit,man,trousers,,49900,"màu xanh tím than (#393a45), màu đen (#272628), màu xám đậm (#383a3d), màu be nhạt (#b5afa0)"
1224295014,quần short nỉ regular fit,man,shorts,casual,29900,"màu xanh lá (#828c6e), màu xanh dương nhạt (#96add4)"
1238287001,áo sơ mi cổ hai ve vân nổi regular fit,man,shirt,casual,69900,"màu xanh lá đậm/kẻ (#7c775f), màu xanh tím than (#1a2840), màu nâu đậm (#3f3838)"
1074658001,áo thun oversized fit,man,shirt,shortsleeve,29900,"màu đen (#303033), màu xanh kaki (#45503e), màu be (#c0bbad)"
972640085,áo thun loose fit,man,shirt,printed,39900,"màu đen/outkast (#272628), màu trắng/kodak (#ffffff), màu trắng/snoopy (#f4f3e9)"
956343061,áo polo slim fit,man,shirt,polo,29900,"màu xanh kaki đậm (#45503e), màu đen (#272628), màu trắng (#ffffff), màu xanh tím than (#23263b)"
1035207029,áo thun cotton oversized fit,man,shirt,shortsleeve,37900,màu đen (#272628)
1034065137,áo thun in hình loose fit,man,shirt,printed,39900,"màu đen/fortuna (#272628), màu trắng/meadow flowers (#f4f3e9), màu trắng/less is more (#ffffff), đen/keep your friends close (#272628)"
1032522116,áo thun in hình loose fit,man,shirt,printed,24900,"màu trắng/bloomcraft (#f4f3e9), màu trắng/glow (#ffffff), màu xanh hạt dẻ cười/be kind (#999c85), màu be nhạt (#ded8c5)"
1074402001,quần dài cotton dệt chéo slim fit,man,trousers,,49900,"màu đen (#272628), màu xanh tím than (#393a45), màu xám đậm (#383a3d), màu be nhạt (#b5afa0)"
1227155001,áo ba lỗ gân nổi slim fit,man,shirt,tanks,19900,màu trắng (#ffffff)
1242812007,áo sơ mi chống nhăn slim fit,man,shirt,dressed,49900,"màu xám đậm (#4f5155), màu đen (#272628), màu xanh tím than (#2b2c32), màu xanh dương nhạt (#afbfdf)"
1002227011,quần jogger túi hộp slim fit,man,trousers,cargo,69900,"màu be (#a39b86), màu đen (#272628), màu xanh kaki (#545349), màu xám đậm (#54575b)"
1157660002,quần jogger loose cargo denim,man,trousers,loose,99900,"màu đen (#35393a), màu xanh denim nhạt (#8898ac), màu xám denim nhạt (#9c9ea5)"
1176809008,quần dài dệt chéo slim fit,man,trousers,dressed,89900,"màu be (#b5afa0), màu đen (#272628), màu trắng (#f0efec)"
1238273001,áo sơ mi oxford ngắn tay loose fit,man,shirt,shortsleeved,49900,"màu be nhạt (#d4d0c8), màu đen (#272628), màu xanh dương nhạt (#a9b7d8), màu trắng (#ffffff)"
1002227001,quần jogger túi hộp slim fit,man,trousers,cargo,69900,"màu đen (#272628), màu xanh kaki (#545349), màu xám đậm (#54575b), màu be (#a39b86)"
1238273004,áo sơ mi oxford ngắn tay loose fit,man,shirt,shortsleeved,49900,"màu trắng (#ffffff), màu be nhạt (#d4d0c8), màu đen (#272628), màu xanh dương nhạt (#a9b7d8)"
1008549030,straight regular jeans,man,trousers,regular,62900,"màu xanh denim nhạt (#c8d0db), màu xanh denim đậm (#4c5164), màu đen (#2e2e30), màu đen vintage (#494a4f)"
1024256001,slim jeans,man,trousers,slim,69900,"màu đen (#272628), màu xanh denim đậm (#4c5164), màu xanh denim lợt (#c8d0db), màu xanh denim đậm (#68759a)"
1232125001,quần tây regular fit,man,blazerssuits,trousers,79900,"màu đen (#272628), màu xám đậm (#383a3d), màu xanh tím than (#2b2c32), màu xám đậm/kẻ nhỏ (#3a3a3d)"
1129534001,quần dài linen pha regular fit,man,trousers,linentrousers,79900,màu trắng đốm (#efefdf)
714026044,quần tây slim fit,man,blazerssuits,trousers,89900,"màu đen (#272628), màu xám đậm đốm (#62615e), màu xanh tím than (#2b2c32), màu be xám (#7c746b)"
970818096,áo nỉ loose fit,man,jacket,sweatshirt,39900,"màu kem (#f4f3e9), màu xám nhạt đốm (#afafaf), màu be nhạt (#c0bbad), màu xanh dương đậm (#23263b)"
1024256014,slim jeans,man,trousers,slim,69900,"màu xanh denim đậm (#68759a), màu đen (#272628), màu xanh denim đậm (#4c5164), màu xanh denim lợt (#c8d0db)"
1241257002,áo sơ mi jersey vân nổi regular fit,man,shirt,polo,49900,màu trắng (#eeede4)
1034065146,áo thun in hình loose fit,man,shirt,printed,39900,"màu be xám/imagine (#5c595b), màu trắng/meadow flowers (#f4f3e9), màu trắng/less is more (#ffffff), đen/keep your friends close (#272628)"
608945111,áo thun loose fit,man,shirt,shortsleeve,29900,"màu be nhạt (#c0bbad), màu trắng (#ffffff), màu đen (#272628), màu xanh lá đậm (#384440)"
1013956002,áo sơ mi oxford regular fit,man,shirt,longsleeved,49900,"màu trắng (#ffffff), màu xanh dương nhạt (#a9b7d8), màu be (#a39c8b), màu xanh tím than (#2b2c32)"
1243933002,áo sơ mi chống nhăn regular fit,man,shirt,dressed,49900,"màu đen (#272628), màu trắng (#ffffff), màu xanh tím than (#2b2c32)"
1013956056,áo sơ mi oxford regular fit,man,shirt,longsleeved,49900,"màu xanh dương nhạt/kẻ trắng (#4060a4), màu trắng (#ffffff), màu xanh dương nhạt (#a9b7d8), màu be (#a39c8b)"
1008549005,straight regular jeans,man,trousers,regular,62900,"màu xanh denim đậm (#4c5164), màu đen (#2e2e30), màu đen vintage (#494a4f), màu xanh denim nhạt (#c8d0db)"
1170373001,quần jogger túi hộp vải nylon slim fit,man,trousers,cargo,69900,"màu đen (#272628), màu xám đậm (#383a3d), màu be (#b5afa0)"
1034065138,áo thun in hình loose fit,man,shirt,printed,39900,"màu trắng/hoài niệm (#ffffff), màu trắng/meadow flowers (#f4f3e9), màu trắng/less is more (#ffffff), đen/keep your friends close (#272628)"
1140854008,áo thun vải lưới in hình oversized fit,man,shirt,printed,44900,"màu đen/la (#272628), màu trắng/la (#f1f0e2)"
811993065,regular jeans,man,trousers,regular,99900,"màu xanh denim nhạt (#8898ac), màu đen (#2e2e30), màu xanh denim (#5f6475), màu xanh denim (#b1bed7)"
1238203001,áo thun in hình loose fit,man,shirt,printed,37900,màu đen/interested (#272628)
967955100,áo thun in hình loose fit,man,shirt,printed,24900,"màu trắng/porchini labs (#ffffff), màu trắng/the soul's garden (#f4f3e9), màu trắng/hoa (#ffffff)"
1243933003,áo sơ mi chống nhăn regular fit,man,shirt,dressed,49900,"màu xanh tím than (#2b2c32), màu trắng (#ffffff), màu đen (#272628)"
973277063,áo thun regular fit,man,shirt,printed,24900,"màu trắng/keith haring (#ffffff), màu xanh dương đậm/snoopy (#283f69), xanh tím than/felix the cat (#23263b)"
1238273002,áo sơ mi oxford ngắn tay loose fit,man,shirt,shortsleeved,49900,"màu đen (#272628), màu be nhạt (#d4d0c8), màu xanh dương nhạt (#a9b7d8), màu trắng (#ffffff)"
1034065102,áo thun in hình loose fit,man,shirt,printed,39900,"màu trắng/meadow flowers (#f4f3e9), màu trắng/less is more (#ffffff), đen/keep your friends close (#272628), màu trắng (#f4f3e9)"
1122659026,áo hoodie in hình loose fit,man,jacket,hoodies,79900,"màu be nhạt/hoạ tiết in (#ded8c5), màu đen/hoạ tiết in  (#272628)"
1101074002,áo thun cotton pima slim fit,man,shirt,shortsleeve,37900,"màu đen (#272628), màu trắng (#ffffff), màu xanh tím than (#2b2c32), màu xám nhạt đốm (#afafaf)"
1074402003,quần dài cotton dệt chéo slim fit,man,trousers,,49900,"màu xám đậm (#383a3d), màu đen (#272628), màu xanh tím than (#393a45), màu be nhạt (#b5afa0)"
608945001,áo thun loose fit,man,shirt,shortsleeve,29900,"màu trắng (#ffffff), màu đen (#272628), màu xanh lá đậm (#384440), màu xanh tím than (#23263b)"
1228016001,áo sơ mi ngắn tay loose fit,man,shirt,shortsleeved,39900,"màu trắng (#ffffff), màu đen (#272628), màu xanh tím than (#3c4252)"
1228016002,áo sơ mi ngắn tay loose fit,man,shirt,shortsleeved,39900,"màu đen (#272628), màu trắng (#ffffff), màu xanh tím than (#3c4252)"
1157660001,quần jogger loose cargo denim,man,trousers,loose,99900,"màu xanh denim nhạt (#8898ac), màu đen (#35393a), màu xám denim nhạt (#9c9ea5)"
979945003,loose jeans,man,trousers,loose,99900,"màu đen (#2e2e30), màu xanh denim nhạt (#8898ac), màu xanh denim nhạt (#798db2), màu xanh denim đậm (#737fa1)"
1034065122,áo thun in hình loose fit,man,shirt,printed,39900,"màu trắng/good vibes burger (#ffffff), màu trắng/meadow flowers (#f4f3e9), màu trắng/less is more (#ffffff), đen/keep your friends close (#272628)"
1235414002,baggy cargo jeans,man,trousers,loose,1299000,"màu đen (#29282d), màu xanh denim (#79829d), màu xanh dương đậm (#323842), màu nâu denim (#4b3935)"
1043492002,áo nỉ gân nổi regular fit,man,jacket,sweatshirt,62900,màu trắng (#edeee6)
1235414001,baggy cargo jeans,man,trousers,loose,1299000,"màu xanh denim (#79829d), màu đen (#29282d), màu xanh dương đậm (#323842), màu nâu denim (#4b3935)"
1238287003,áo sơ mi cổ hai ve vân nổi regular fit,man,shirt,casual,69900,"màu be nhạt (#b5afa0), màu xanh lá đậm/kẻ (#7c775f), màu xanh tím than (#1a2840), màu nâu đậm (#3f3838)"
956343043,áo polo slim fit,man,shirt,polo,29900,"màu xanh tím than (#23263b), màu đen (#272628), màu trắng (#ffffff), màu xanh kaki đậm (#45503e)"
1010387029,áo hoodie regular fit,man,jacket,hoodies,49900,"màu đen/binge watching (#272628), màu xanh kaki nhạt (#999c85)"
685816238,áo thun regular fit,man,shirt,shortsleeve,14900,"màu xanh kaki (#45503e), màu trắng (#ffffff), màu đen (#272628), màu xám đậm (#5c595b)"
1158136029,áo thể thao drymove™ regular fit,man,sportswear,activity,24900,"màu xanh lá đậm (#314746), màu xanh kaki đậm (#5e5648), màu đen/xanh petrol (#272628)"
1012056026,quần nỉ loose fit,man,trousers,casual,49900,"màu be (#c0bbad), màu đen (#272628), màu xanh tím than (#23263b), màu be xám đậm (#5c595b)"
970819103,áo hoodie loose fit,man,jacket,hoodies,49900,"màu trắng (#f4f3e9), màu đen (#272628), màu nâu đậm (#3f3838), màu be nhạt (#c0bbad)"
967154003,áo polo coolmax® slim fit,man,shirt,polo,39900,"màu trắng (#ffffff), màu đen (#272628), màu xám đậm (#5c595b), màu be nhạt (#c0bbad)"
1074406040,quần dài slim fit,man,trousers,dressed,69900,"màu be xám đốm (#7c746b), màu đen (#272628), màu xám nhạt/kẻ ca rô (#898d8b), màu đen/kẻ ca rô (#272628)"
1170373008,quần jogger túi hộp vải nylon slim fit,man,trousers,cargo,69900,"màu be (#b5afa0), màu đen (#272628), màu xám đậm (#383a3d)"
970818079,áo nỉ loose fit,man,jacket,sweatshirt,39900,"màu be xám (#5c595b), màu xám nhạt đốm (#afafaf), màu be nhạt (#c0bbad), màu xanh dương đậm (#23263b)"
685816243,áo thun regular fit,man,shirt,shortsleeve,14900,"màu xanh lá rừng (#384440), màu trắng (#ffffff), màu đen (#272628), màu xám đậm (#5c595b)"
569984001,áo jersey slim fit,man,shirt,longsleeve,29900,"màu đen (#272628), màu trắng (#ffffff), màu xám đậm (#4c4d50)"
608945128,áo thun loose fit,man,shirt,shortsleeve,29900,"màu xám đậm (#5c595b), màu trắng (#ffffff), màu đen (#272628), màu xanh lá đậm (#384440)"
970819060,áo hoodie loose fit,man,jacket,hoodies,49900,"màu be nhạt (#c0bbad), màu đen (#272628), màu nâu đậm (#3f3838), màu xanh tím than (#23263b)"
1025664001,áo sơ mi regular fit coolmax®,man,shirt,longsleeved,74900,"màu trắng (#ffffff), màu đen (#272628), màu xanh dương nhạt (#afbfdf)"
713986044,áo khoác slim fit,man,blazerssuits,blazers,1499000,"màu đen (#272628), màu xanh dương đậm (#54586d), màu xanh tím than (#2b2c32), màu xám đậm (#3a3a3d)"
1008549032,straight regular jeans,man,trousers,regular,62900,"màu xanh denim đậm (#68759a), màu xanh denim đậm (#4c5164), màu đen (#2e2e30), màu đen vintage (#494a4f)"
1209183002,áo polo vải thun cá sấu regular fit,man,shirt,polo,39900,"màu trắng (#ffffff), màu xanh tím than (#23263b)"
970818035,áo nỉ loose fit,man,jacket,sweatshirt,39900,"màu be nhạt (#c0bbad), màu xám nhạt đốm (#afafaf), màu xanh dương đậm (#23263b), màu nâu đậm (#3f3838)"
1170373009,quần jogger túi hộp vải nylon slim fit,man,trousers,cargo,69900,"màu xám (#848487), màu đen (#272628), màu xám đậm (#383a3d), màu be (#b5afa0)"
970819001,áo hoodie loose fit,man,jacket,hoodies,49900,"màu đen (#272628), màu nâu đậm (#3f3838), màu be nhạt (#c0bbad), màu xanh tím than (#23263b)"
1024711033,slim jeans,man,trousers,slim,99900,"màu xanh denim đậm (#4c5164), màu đen (#383638), màu xanh denim nhạt (#8898ac)"
1227956011,áo sơ mi nhung tăm regular fit,man,shirt,casual,69900,"màu vàng (#c29c61), màu xanh kaki đậm (#403c2d), màu xanh tím than (#1a2840), màu đen (#383638)"
1158136028,áo thể thao drymove™ regular fit,man,sportswear,activity,24900,"màu đen/xanh petrol (#272628), màu xanh kaki đậm (#5e5648), màu xanh lá đậm (#314746)"
1255569001,áo hoodie in hình oversized fit,man,jacket,hoodies,99900,"màu đen/fairfax (#272628), màu be xám/fairfax (#f0efec)"
569984002,áo jersey slim fit,man,shirt,longsleeve,29900,"màu trắng (#ffffff), màu đen (#272628), màu xám đậm (#4c4d50)"
1238273003,áo sơ mi oxford ngắn tay loose fit,man,shirt,shortsleeved,49900,"màu xanh dương nhạt (#a9b7d8), màu be nhạt (#d4d0c8), màu đen (#272628), màu trắng (#ffffff)"
1003662053,áo thun loose fit,man,shirt,shortsleeve,19900,"màu xám đậm (#5c595b), màu đen (#272628), màu be (#c7a274)"
1158186005,quần short chino regular fit,man,shorts,chinos,49900,"màu xanh tím than (#1a2840), màu đen (#272628), màu be (#b5afa0)"
1245480003,relaxed jeans,man,trousers,relaxed,89900,"màu xanh denim đậm (#79829d), màu xanh denim nhạt (#8898ac), màu đen (#272628)"
1032522120,áo thun in hình loose fit,man,shirt,printed,24900,"màu be nhạt (#ded8c5), màu trắng/glow (#ffffff), màu trắng/bloomcraft (#f4f3e9), màu xanh hạt dẻ cười/be kind (#999c85)"
995634018,quần short thể thao ngắn,man,sportswear,clothing,29900,"màu be kaki (#797360), màu xanh kaki (#5e5648)"
1012056001,quần nỉ loose fit,man,trousers,casual,49900,"màu đen (#272628), màu xanh tím than (#23263b), màu be (#c0bbad), màu be xám đậm (#5c595b)"
1024711014,slim jeans,man,trousers,slim,99900,"màu đen (#383638), màu xanh denim nhạt (#8898ac), màu xanh denim đậm (#4c5164)"
1225195005,áo khoác bomber regular fit,man,jacketscoats,bomberjackets,79900,"màu be nhạt (#e3e4df), màu xanh tím than (#2b2c32)"
1074658035,áo thun oversized fit,man,shirt,shortsleeve,29900,"màu be (#c0bbad), màu đen (#303033), màu xanh kaki (#45503e)"
1026351001,áo cổ lọ cotton slim fit,man,jacket,turtleneck,37900,màu đen (#272628)
972640095,áo thun loose fit,man,shirt,printed,39900,"màu trắng/snoopy (#f4f3e9), màu trắng/kodak (#ffffff), màu đen/outkast (#272628)"
570002180,áo thun slim fit,man,shirt,shortsleeve,19900,"màu đỏ rượu (#5b313d), màu đen (#272628), màu trắng (#ffffff), màu xanh lá rừng (#384440)"
1221963002,áo polo kéo khoá trên regular fit,man,shirt,polo,74900,màu kem (#eeece0)
1227956005,áo sơ mi nhung tăm regular fit,man,shirt,casual,69900,"màu nâu đậm (#3f3838), màu xanh kaki đậm (#403c2d), màu xanh tím than (#1a2840), màu đen (#383638)"
1227157004,áo thun in hình loose fit,man,shirt,printed,24900,màu trắng/los angeles (#ffffff)
1237747001,quần dài canvas kiểu baggy,man,trousers,,79900,"màu be (#b5afa0), màu nâu đậm (#4b3935)"
1235413007,baggy jeans,man,trousers,loose,99900,"màu xanh tím than (#373c46), màu xanh denim nhạt (#798db2), màu đen (#29282d), màu be denim (#ded8c5)"
1244271002,quần dài thợ mộc baggy fit,man,trousers,,99900,"màu be (#b5afa0), màu trắng (#eeede4), màu đen (#333538)"
811993071,regular jeans,man,trousers,regular,99900,"màu xanh denim (#b1bed7), màu đen (#2e2e30), màu xanh denim nhạt (#8898ac), màu xanh denim (#5f6475)"
970818098,áo nỉ loose fit,man,jacket,sweatshirt,39900,"màu đỏ rượu (#5b313d), màu xám nhạt đốm (#afafaf), màu be nhạt (#c0bbad), màu xanh dương đậm (#23263b)"
944718096,quần đùi bơi hoa văn,man,swimwear,swimshorts,49900,"màu be/hoa văn (#b5afa0), màu xanh dương/chuyển màu (#6089c2), màu xanh dương nhạt/hoa văn (#6089c2), màu xanh dương nhạt/hoa văn (#6089c2)"
1254734001,áo sơ mi khoác nhẹ vải dạ regular fit,man,jacketscoats,shirtjackets,1299000,màu nâu/hoa văn (#3f3838)
1241927004,áo nỉ thêu,man,jacket,sweatshirt,49900,"màu trắng/soho heights (#eeede4), màu đen/soho heights (#272628), màu xám đốm/soho heights (#c8c8c8), màu xanh lá xám/soho heights (#5d635f)"
970817001,quần nỉ regular fit,man,trousers,trousers,49900,"màu đen (#272628), màu xám nhạt đốm (#afafaf)"
570003002,áo thun cổ chữ v slim fit,man,shirt,shortsleeve,19900,"màu trắng (#ffffff), màu đen (#272628)"
1245997006,áo polo slim fit,man,shirt,polo,49900,"màu đỏ quả mâm xôi (#875a66), màu vàng (#c29c61), màu xanh bạc hà (#b2c1b6)"
795243001,áo jersey dệt ô vuông slim fit,man,shirt,,44900,"màu đen (#272628), màu trắng (#ffffff), màu be nhạt (#c0bbad), màu nâu đậm (#3f3838)"
1228014001,áo sơ mi cổ hai ve có hoa văn regular fit,man,shirt,casual,39900,màu đen/hoa văn (#272628)
1198604002,áo ba lỗ thể thao drymove™,man,sportswear,activity,24900,màu trắng (#ffffff)
1199781005,quần jogger thể theo regular fit,man,sportswear,activity,64900,màu xám nhạt đốm (#7c7d81)
1122971008,quần nỉ relaxed fit thermolite®,man,trousers,casual,69900,màu xanh lá rừng (#384440)
1246008001,wide jeans,man,trousers,loose,99900,"màu xanh denim (#737fa1), màu xanh denim đậm (#323842)"
1230964004,quần nhung tăm regular fit,man,trousers,dressed,79900,"màu xanh tím than (#1a2840), màu be nhạt (#d4d0c8), màu đen (#272628), màu be đậm (#807365)"
1230964002,quần nhung tăm regular fit,man,trousers,dressed,79900,"màu đen (#272628), màu be nhạt (#d4d0c8), màu be đậm (#807365), màu xanh tím than (#1a2840)"
1012056029,quần nỉ loose fit,man,trousers,casual,49900,"màu be xám đậm (#5c595b), màu đen (#272628), màu xanh tím than (#23263b), màu be (#c0bbad)"
1246336002,áo sơ mi ngắn tay vân nổi regular fit,man,shirt,casual,69900,"màu đen (#272628), màu trắng (#e9e4da), màu be đậm (#7c746b)"
1225609006,áo thun in hình kiểu vintage loose fit,man,shirt,printed,49900,"màu đen/pink floyd (#272628), màu đen/primal scream (#272628), màu trắng/metallica (#f4f3e9)"
956343070,áo polo slim fit,man,shirt,polo,29900,"màu xanh lá (#828c6e), màu đen (#272628), màu trắng (#ffffff), màu xanh tím than (#23263b)"
1245283001,quần short bơi đính trang trí,man,swimwear,swimshorts,39900,"màu đen/paradis (#272628), màu be nhạt (#b5afa0)"
1008549029,straight regular jeans,man,trousers,regular,62900,"màu đen vintage (#494a4f), màu xanh denim đậm (#4c5164), màu đen (#2e2e30), màu xanh denim nhạt (#c8d0db)"
1243035002,regular fit jacket,man,jacketscoats,jackets,99900,màu be (#b5afa0)
1247839003,áo sơ mi cổ hai ve dệt thoi vân nổi regular fit,man,shirt,casual,49900,"màu xanh tím than (#2b2c32), màu be đậm (#997a59)"
1232062001,áo cardigan dệt kim mịn regular fit,man,jacket,cardigans,99900,"màu xanh tím than (#1a2840), màu be đậm (#807365)"
1176809007,quần dài dệt chéo slim fit,man,trousers,dressed,89900,"màu trắng (#f0efec), màu đen (#272628), màu be (#b5afa0)"
1164485001,quần short thể thao dài drymove™,man,sportswear,activity,49900,"màu đen (#272628), màu xám đậm (#494a4f)"
608945095,áo thun loose fit,man,shirt,shortsleeve,29900,"màu xanh lá đậm (#384440), màu trắng (#ffffff), màu đen (#272628), màu xanh tím than (#23263b)"
1223110007,áo sơ mi cổ hai ve in hình regular fit,man,shirt,casual,39900,"màu xanh lá/kẻ trắng (#a29f86), màu trắng/lá (#e9e4da), màu xanh dương/kẻ trắng (#373945), màu be nhạt/kẻ (#b5afa0)"
1218666004,áo sơ mi cổ hai ve vải linen pha regular fit,man,shirt,casual,62900,màu xanh lá/kẻ (#6e7b6b)
608945126,áo thun loose fit,man,shirt,shortsleeve,29900,"màu đỏ (#5b313d), màu trắng (#ffffff), màu đen (#272628), màu xanh lá đậm (#384440)"
1158200010,quần short cotton regular fit,man,shorts,casual,39900,"màu xanh lá (#5c6054), màu đen (#272628), màu be (#b5afa0)"
1227956003,áo sơ mi nhung tăm regular fit,man,shirt,casual,69900,"màu đen (#383638), màu xanh kaki đậm (#403c2d), màu xanh tím than (#1a2840), màu be nhạt (#d4d0c8)"
1101074033,áo thun cotton pima slim fit,man,shirt,shortsleeve,37900,"màu xanh tím than (#2b2c32), màu trắng (#ffffff), màu đen (#272628), màu xám nhạt đốm (#afafaf)"
1247994002,quần dài len pha slim fit,man,trousers,dressed,1999000,"màu xanh dương đậm (#2b2c32), màu nâu (#3f3838), màu xám đậm (#4f5155)"
608945008,áo thun loose fit,man,shirt,shortsleeve,29900,"màu đen (#272628), màu trắng (#ffffff), màu xanh lá đậm (#384440), màu xanh tím than (#23263b)"
841808014,áo sơ mi slim fit,man,shirt,dressed,59900,"màu be xám (#7c746b), màu trắng (#ffffff), màu đen (#272628), màu xanh tím than (#2b2c32)"
570002167,áo thun slim fit,man,shirt,shortsleeve,19900,"màu xanh lá rừng (#384440), màu đen (#272628), màu trắng (#ffffff), màu đỏ rượu (#5b313d)"
970818002,áo nỉ loose fit,man,jacket,sweatshirt,39900,"màu xám nhạt đốm (#afafaf), màu be nhạt (#c0bbad), màu xanh dương đậm (#23263b), màu nâu đậm (#3f3838)"
852614011,áo hoodie kéo khoá regular fit,man,jacket,hoodies,49900,"màu xám nhạt đốm (#afafaf), màu đen (#272628), màu xám đậm (#5c595b), màu xanh tím than (#23263b)"
1032522119,áo thun in hình loose fit,man,shirt,printed,24900,"màu xanh hạt dẻ cười/be kind (#999c85), màu trắng/glow (#ffffff), màu trắng/bloomcraft (#f4f3e9), màu be nhạt (#ded8c5)"
1236144002,áo sơ mi khoác nhẹ vải cào bông regular fit,man,jacketscoats,shirtjackets,99900,"màu be (#7c746b), màu đen (#272628)"
1225195003,áo khoác bomber regular fit,man,jacketscoats,bomberjackets,79900,"màu xanh tím than (#2b2c32), màu be nhạt (#e3e4df)"
1158186011,quần short chino regular fit,man,shorts,chinos,49900,"màu be (#b5afa0), màu đen (#272628), màu xanh tím than (#1a2840)"
1225227001,áo khoác vải dệt chéo,man,jacketscoats,jackets,99900,"màu xanh tím than (#2b2c32), màu xám đậm (#4f5155)"
1013956060,áo sơ mi oxford regular fit,man,shirt,longsleeved,49900,"màu xanh lá rừng (#1e4142), màu trắng (#ffffff), màu xanh dương nhạt (#a9b7d8), màu be (#a39c8b)"
1243043002,áo sơ mi khoác có túi regular fit,man,jacketscoats,jackets,1299000,"màu trắng (#eeede4), màu be hồng (#7c746b)"
1013956058,áo sơ mi oxford regular fit,man,shirt,longsleeved,49900,"màu be (#d4d0c8), màu trắng (#ffffff), màu xanh dương nhạt (#a9b7d8), màu be (#a39c8b)"
1225227002,áo khoác vải dệt chéo,man,jacketscoats,jackets,99900,"màu xám đậm (#4f5155), màu xanh tím than (#2b2c32)"
1241927001,áo nỉ thêu,man,jacket,sweatshirt,49900,"màu đen/soho heights (#272628), màu xám đốm/soho heights (#c8c8c8), màu xanh lá xám/soho heights (#5d635f), màu trắng/soho heights (#eeede4)"
1158204008,quần short cotton dệt chéo slim fit,man,shorts,casual,49900,"màu xám đậm (#3a3a3d), màu be nhạt (#b5afa0), màu trắng (#ffffff)"
1158129013,áo hoodie thể thao drymove™ loose fit,man,sportswear,activity,99900,"màu xám đậm/training team (#494a4f), màu đen (#272628), màu xanh tím than (#2d3446)"
1008549006,straight regular jeans,man,trousers,regular,62900,"màu đen (#2e2e30), màu xanh denim đậm (#4c5164), màu đen vintage (#494a4f), màu xanh denim nhạt (#c8d0db)"
1227956002,áo sơ mi nhung tăm regular fit,man,shirt,casual,69900,"màu xanh tím than (#1a2840), màu xanh kaki đậm (#403c2d), màu đen (#383638), màu be nhạt (#d4d0c8)"
