order_id,user_id,quantity,payment_id,product_id
4995,6,9,2,944718096
2232,6,10,4,1142908001
953,2,5,1,1157335005
2395,1,6,4,1213831001
4667,2,5,1,1240437001
1543,5,2,4,1228147003
649,5,8,4,570003002
2881,7,7,1,1207768008
3399,7,9,3,1207932002
958,3,10,1,1195983001
597,8,2,4,1219036001
1398,6,9,2,1254718005
3275,1,6,1,1231848001
1439,8,10,3,1246455001
1206,10,10,4,1223667006
4709,8,9,3,1246257001
8,2,9,1,1229361001
3915,1,2,2,1245078001
697,5,3,3,1217947006
3025,4,6,3,1240226002
2014,1,7,4,1158565002
3658,4,10,1,1227299005
331,6,3,1,1158210005
591,8,6,2,1152457030
4169,7,10,4,1205893001
4260,1,4,1,1230671006
1714,1,5,1,1242094001
459,5,8,4,1074402014
4891,9,4,1,751471001
2312,2,9,3,1245997006
1674,4,1,1,1210214001
3145,3,4,4,1231422001
540,6,9,2,1129534013
4163,7,8,2,1024256006
2671,5,6,4,1241665001
4694,2,8,1,795243032
2278,5,6,4,1223366002
945,9,2,3,1225461003
3952,4,2,2,1173609009
2105,9,2,3,1232584001
3256,1,5,3,1245395003
4329,6,3,3,1243135005
1025,4,9,3,1207755002
2069,7,1,1,1243101002
2183,6,5,3,1106189003
3901,8,2,3,1153153001
561,8,8,4,1210630006
1625,4,9,1,1210963011
2529,3,1,3,1112992009
4247,8,10,4,1243101002
2039,7,7,2,963662002
4611,10,4,2,1242329001
4650,8,8,2,1248789001
3672,3,7,3,939703106
2953,5,1,4,1248719005
2991,3,7,3,1254804001
3793,2,1,1,1255564004
2562,10,9,1,1214440005
2097,5,6,1,970819093
1326,5,2,2,1213470004
2595,8,9,1,1214460003
1596,6,5,2,970819078
3560,8,10,1,1227299004
871,7,2,2,970818096
2897,3,9,4,1210328002
3240,6,8,3,939703094
3638,5,1,4,1236904013
4121,3,3,1,1249306001
2494,6,3,3,1233207004
816,4,6,1,1242746001
1250,2,1,4,1239705003
4613,1,3,3,1199781005
3030,8,3,1,977237001
181,8,5,1,1207755001
3580,6,2,1,1213120001
1163,4,2,2,1251143001
4483,6,1,3,1178483001
2147,3,10,1,1210630035
2359,1,6,4,1210613002
4083,6,3,4,1241739002
2269,10,4,3,1243428001
3834,3,9,2,1213120001
795,5,7,3,1089811013
2948,8,1,1,1248677004
4600,5,7,3,1120585022
3099,9,1,1,1202765010
1563,10,9,3,1152457031
69,9,6,4,1244826004
1034,6,9,1,1210630005
2064,5,5,2,1058332053
3670,4,2,1,1249234001
1926,1,1,2,1241774002
1774,3,1,4,1232418002
1272,5,8,1,1239698010
2645,2,10,1,1210257001
720,6,5,4,1239684003
4768,8,10,4,1237322003
479,7,1,1,1257221002
4961,1,2,2,1245663001
4108,4,7,1,970818046
4522,3,10,1,1209599001
4778,2,4,4,1247284002
3627,2,4,1,1223667006
1198,7,2,3,1013956043
2541,5,10,4,1236905001
3981,5,4,1,1193900028
3664,6,5,2,1074402001
2237,6,9,2,1173986011
1064,3,8,4,1181039002
4198,4,4,3,1237626001
4637,10,10,1,1246834002
4890,8,9,4,1229982002
1268,2,2,1,1246236001
4851,3,4,2,956343061
2898,9,7,4,925212004
2505,6,5,4,1244574002
3083,10,5,2,1254975001
4856,9,7,1,1254804001
1313,9,5,4,1239560003
839,2,9,1,1238203001
4894,2,9,3,1138084009
898,8,2,4,684021221
2126,8,1,3,1237473001
2333,3,5,1,1214677001
4490,1,9,4,1239450001
583,2,10,4,1240734002
1217,4,5,3,841434038
1532,7,7,4,1234756003
3812,4,4,4,1124589019
4606,7,10,3,982708056
2152,8,9,1,1236620002
1773,6,9,3,1245997007
3236,8,3,4,1235683003
4629,8,1,1,1240981001
1991,7,2,2,1227157004
895,2,3,3,1237315003
432,3,3,2,1237069001
2648,5,1,2,1239423003
1150,7,10,3,1260342001
530,6,8,1,1237747002
4688,3,3,2,1238504002
732,10,1,3,1238990001
4436,6,10,4,1212048001
2526,1,3,4,1234786001
653,6,5,3,1247039001
3431,1,1,4,1243667006
2091,4,5,1,1254531001
3149,5,5,1,1212773009
4455,8,3,1,1240059002
2896,9,3,2,1206905002
4360,9,9,3,1158200010
79,9,2,1,1210328002
4450,10,1,1,1246980001
4131,8,1,2,1234903001
4056,1,8,2,1234756004
590,4,6,3,1246890002
2059,8,2,1,1233862007
3097,6,4,3,1010082032
3588,5,5,3,1230671006
888,8,3,3,1228206001
3489,7,2,1,783354005
4326,6,6,1,1119476021
4940,4,9,4,1199249022
1618,7,6,3,986211055
31,3,8,1,1206056004
2598,4,8,2,970818097
2343,2,3,3,711582035
537,2,10,2,1224170001
1109,9,4,2,1078657001
4730,9,7,2,1238668001
513,3,10,2,1237315001
3482,4,2,3,841808014
3687,9,10,2,1225609006
2551,8,8,1,1157660002
1544,1,7,4,1234756004
3568,9,5,4,1212805001
2411,2,8,3,1011890018
2155,4,7,1,941666060
4604,8,10,4,1235414001
428,9,9,3,1242165001
549,4,6,2,1219902001
677,4,10,3,1202402001
4978,8,7,4,1240276003
4390,5,10,3,1236071001
3146,10,7,2,1010082032
1650,2,8,4,1243381003
3085,10,3,3,1128985009
3685,6,6,2,1240148001
1498,1,1,1,1236862001
1883,9,7,4,1157799029
555,3,6,3,1239066002
1168,3,2,2,1074406029
4225,3,2,2,996759001
1179,8,5,3,932722100
2335,3,3,3,1214440005
2596,3,2,1,1244522008
1670,10,10,2,1210630017
3516,6,8,2,1210630001
3028,10,6,3,999727018
4925,2,8,2,1234392002
3593,10,9,1,1210630035
242,5,4,4,1254734001
2457,5,6,2,1246799001
4017,3,7,4,1152460006
3515,8,7,4,941666060
1466,6,3,3,1234744005
3661,10,9,3,1239903003
3815,5,4,4,1248631001
1265,7,8,4,1013956039
4291,3,3,2,1234756001
648,5,2,4,1169913017
3949,8,7,4,1205358001
632,3,3,2,1252108001
1076,4,10,1,1257103001
2424,8,7,1,1228761002
517,7,10,3,1251960001
4575,8,9,1,1220978013
1170,5,3,2,710682032
1556,8,7,1,1231066002
4369,6,2,3,1222741001
2817,8,6,1,1142908008
4934,1,7,2,1226255012
3133,3,5,2,1246336001
3951,1,6,3,1248013001
2539,8,10,4,1137317020
3934,10,3,4,1232062002
4859,6,8,4,1210630002
3646,10,9,1,1254729001
2322,9,6,4,1157799001
4643,2,5,1,1074406030
4005,4,3,1,1241914001
3424,3,7,1,1162165010
3890,10,5,2,889828078
2187,8,5,3,1178483001
1729,3,5,2,1243667004
3232,10,4,3,1230684001
1832,6,2,3,1244573001
1082,6,1,4,1241654001
4316,4,2,3,1224166001
4123,2,1,3,1256445002
2497,7,10,3,1238950001
3309,7,7,4,986211055
4073,5,7,4,1191700012
1346,6,7,3,456163179
4340,6,4,4,1230551003
1511,10,9,1,1195434001
1979,5,8,4,995634028
3384,2,1,3,1237626001
928,8,1,1,1235413003
3390,6,1,3,1239089001
3709,8,6,3,1237322002
4240,1,5,4,1246484003
1583,5,4,3,1245153003
4540,10,6,2,1255799001
4746,5,6,1,1257826001
1355,3,9,4,1091010068
3338,5,4,1,1014123021
1884,7,10,1,1243036002
1292,1,5,1,1257132005
1456,3,10,1,1209024001
919,10,7,1,1249485003
4283,9,5,1,1238968003
3988,9,10,3,1199249020
4591,6,2,4,1242812004
4476,2,9,3,1214456006
607,1,6,1,1013956058
4042,1,8,3,1243071001
3350,1,3,2,1089794026
3292,2,7,4,1246236007
3625,4,3,1,1240747001
4838,4,3,1,1228218004
1713,1,2,4,1254304001
1869,3,6,3,852614029
3577,9,10,2,1223110007
1342,5,10,2,1243381003
3178,5,2,1,882925058
2203,5,5,4,1241002003
4290,8,7,1,1229332002
1129,1,10,2,1223815001
1904,3,7,4,1240437001
2298,5,7,1,1239255002
3190,7,3,4,1226449013
3563,7,8,2,1250500001
773,8,6,4,1198432056
1978,4,4,2,1242812007
873,2,7,4,999727018
1192,4,7,1,1158129001
1242,7,4,1,1238506001
1919,7,3,3,1256399001
3228,3,5,2,1241439001
1182,1,3,3,1254531001
4033,10,10,1,1214462001
624,10,4,2,935727056
924,1,5,3,1008549030
734,10,4,2,1250500001
1680,4,10,4,1237626001
722,5,4,4,1120585012
2176,1,9,2,1199187006
2324,8,9,3,1067430036
778,2,8,2,1215797002
3269,6,6,4,1219719028
4318,8,1,3,1246941004
4871,6,1,2,1243428001
243,3,9,1,1199857001
3465,7,6,2,1193900004
1074,7,8,2,1219914001
4192,1,10,4,1248677003
930,1,3,4,1240059005
1119,2,2,4,1115511006
4133,9,7,2,1229982003
576,4,1,4,1010387029
4387,7,4,1,1228218004
3349,2,9,3,1008549030
1194,5,7,2,1119476020
3064,3,3,4,1239454005
1572,1,1,2,1003662053
3758,5,7,1,1131730001
1155,10,10,3,941666059
4570,8,5,1,1224166001
4846,4,4,2,1238297001
1731,8,4,1,1219719022
2503,6,6,3,1252096002
1643,6,5,1,1216001002
2741,3,1,3,1239495001
3226,3,2,4,1248846001
355,10,3,3,1212806002
199,2,2,3,1238316005
4967,9,4,3,1231425002
3036,2,9,3,1181539001
3698,7,9,4,1074402003
771,1,1,4,1244958001
1684,3,5,3,983240045
3174,9,10,3,1206615001
80,8,6,4,1013956048
496,10,6,3,1241432004
365,2,8,4,1254873006
2303,3,1,1,1043492002
794,6,9,3,1210942001
4589,2,9,2,1089794027
1320,4,6,4,1238951002
1045,8,4,4,1212048001
707,6,7,4,1223366002
2138,10,4,3,1228408004
4893,10,8,2,1246851001
1649,6,7,1,1239402001
2510,2,3,4,1221370001
1301,3,8,1,1214614001
1771,6,7,1,1249305005
2109,10,8,3,1222673001
4679,2,3,1,1237000001
1968,9,1,4,1239043002
3899,1,8,4,762558317
680,7,10,3,1241395003
368,6,10,3,1137317021
4139,9,3,3,1247039003
214,8,3,1,1213128012
2661,3,7,4,1255661001
1390,6,5,2,1246884004
3227,2,5,2,1247875003
1069,2,8,3,1218544010
3961,3,10,2,1123621012
3198,6,7,2,1217317003
4733,1,1,2,1231862001
2857,5,7,2,967955077
1508,5,6,1,456163195
3692,9,4,1,1241395002
254,3,5,3,1198431039
2757,3,10,4,1066903026
4594,6,8,1,1147707001
4195,4,8,2,1010085001
3451,10,7,3,976709002
233,2,5,1,1249642001
4077,8,5,3,975845086
4469,8,3,2,1239089001
328,5,2,2,1008549029
3316,8,5,1,1246255001
2863,5,8,2,1217779003
3839,1,2,1,1233862007
1131,10,7,1,1243135001
1228,5,5,3,1250175002
4723,5,10,3,1199083001
450,10,7,3,1236071003
1980,4,5,3,1140854008
983,8,5,1,1181466001
1283,6,9,1,1216651006
1097,2,8,2,1153153002
3889,1,8,2,1222949001
3428,10,6,2,1259289001
4975,3,3,3,1173609001
3422,8,1,1,1250923003
155,8,2,3,1244890001
3668,1,10,4,1213465007
2873,3,4,1,1243868001
3822,4,5,3,1214440001
2288,8,6,2,1254528002
4566,4,3,3,1242711001
577,6,4,4,1241002002
2615,5,7,1,1003662053
4193,6,2,3,1150469001
4808,10,2,3,1243667003
2798,6,9,3,1239705004
1736,1,1,3,570002002
3984,4,9,4,1253158001
4807,4,3,1,1199840002
2131,4,3,3,1170629002
485,3,6,3,1074406030
4233,7,7,3,1233111002
3884,6,10,3,1227155001
2456,3,9,3,973277059
1550,7,5,1,1158129001
3293,3,9,3,1067430036
4656,3,10,3,1237470003
2941,4,10,4,1228147005
94,3,8,1,988235004
1920,9,8,1,852614028
2825,10,7,3,939703100
2874,2,5,2,1239441003
1237,7,5,4,1219912001
39,4,8,2,1240434001
759,7,10,3,1235414002
1965,1,4,1,1164485007
1880,9,5,4,1238254002
2877,6,3,4,1244312001
4034,5,3,1,1236904013
4463,5,1,4,1234729001
398,7,4,4,1231204002
4878,7,6,2,1232062002
2859,8,9,3,1241067003
1549,9,1,4,1245409002
489,10,10,1,1252045001
2929,9,4,3,985159001
1938,1,1,1,1246882002
285,6,5,3,882925001
2440,3,10,1,579541001
1633,9,6,3,1250175002
273,10,8,3,1248846001
1154,6,9,3,1210963015
3020,6,5,4,1170373001
1627,2,2,1,1199249018
3923,7,2,4,1226255012
267,8,3,4,1056633031
176,9,3,2,1252106001
3442,8,6,1,1230483002
685,6,8,2,1122659026
1830,3,5,4,1002227024
2600,8,3,1,1232125004
3774,10,6,1,939703044
1331,8,7,3,988242024
691,7,7,2,1230671006
3092,8,7,1,1238419003
76,5,1,4,932722001
1975,1,3,2,1250500001
2387,3,9,1,1237731002
4684,3,4,2,1239573003
690,3,3,2,1244847003
4009,9,1,2,1239455005
3551,3,8,1,1090271038
4102,1,9,2,1249504005
1396,3,4,2,1240964001
499,10,6,2,1228015003
915,8,3,3,1235413006
3411,7,5,4,1223295001
2604,7,7,1,1233256002
1457,10,5,2,1249953001
2352,6,3,3,1206236021
960,3,2,3,1244573001
4417,3,5,4,1207354001
4835,1,7,2,1233086002
2206,9,3,4,1195817003
3017,2,6,2,1234748002
3567,9,2,1,1246217004
3804,4,4,2,985159001
3475,9,5,3,1243100003
662,3,9,2,1142908008
3037,2,10,3,608945107
1593,3,1,1,1157064001
3772,5,4,4,841808001
2182,9,5,2,1245966001
2748,8,7,3,1241799001
431,5,4,1,1244847001
1486,4,7,1,1257221001
4681,8,4,1,1002293001
1314,2,8,1,1239446002
2085,10,4,1,1226449013
2202,2,2,3,1246455001
4472,9,7,2,1240099005
218,3,10,4,1233109002
3001,6,8,4,1240099004
2875,2,4,4,1032522116
848,8,5,4,1244312001
1394,6,1,4,1193900020
1735,7,2,1,1228222003
2127,2,6,2,1242382002
1146,10,10,3,1219902001
1173,5,3,1,1239004001
169,9,4,3,1241284004
4988,2,5,4,1234570001
1918,1,8,1,1230782001
63,9,9,1,1224160002
635,7,1,1,1219771003
2239,10,7,1,1074658035
378,5,7,2,1230873005
1443,10,5,2,1243667001
2142,1,9,2,932722051
1675,2,4,3,1240734002
2520,5,2,2,1229908004
3857,5,1,1,1239750002
2704,10,1,3,1245296016
246,5,7,4,1212805019
1240,8,7,3,1245270001
761,9,8,1,1248812002
1718,1,8,2,1205476004
1792,2,8,1,685816238
4494,2,6,2,1012056026
1012,7,7,1,1212806016
268,7,8,3,1082853044
3483,6,5,2,1249372001
1188,10,10,4,1212769003
4511,4,9,4,1247726001
4311,6,7,3,1252160001
4354,1,4,1,1261058003
4834,1,4,1,1223577002
623,5,10,4,1242243001
654,5,7,3,983240044
2148,2,2,3,1238273002
2818,3,9,3,1208540003
70,1,10,3,1238316010
3429,3,8,1,1225536002
2102,10,3,1,1209534003
4135,9,6,3,1240059006
910,7,9,3,1101074001
1020,7,5,4,1129988001
613,1,9,3,1213772004
2135,7,10,3,1214936004
3117,1,2,3,1137317019
3843,2,7,1,1153153002
1100,8,3,4,1230775001
2910,8,4,4,1255973001
2695,10,3,1,1024256014
2824,6,6,1,1137317001
3739,10,9,3,1231065003
1993,1,10,2,1082853048
1587,3,4,4,1238324003
3900,1,1,3,1232515002
2408,1,4,1,852614011
1796,10,4,1,1198604002
3967,3,2,2,1240298002
3027,4,3,4,1210630002
3334,5,4,2,1254224001
4966,1,8,2,1247028002
1231,1,6,3,944718118
4275,2,8,3,1206056004
3255,3,9,2,1211995001
158,1,2,4,1223293001
603,5,2,3,1225464004
1289,8,9,4,1227727061
1221,10,3,2,1219907001
192,5,2,3,1158204008
4385,7,6,2,1166837004
402,1,9,3,1247214001
48,2,6,2,1257834001
1348,4,7,3,1199840002
1689,2,2,2,1246257001
3821,7,2,1,1237315001
4380,3,9,4,1246336001
2791,5,1,4,1233356001
451,6,6,2,714026069
3089,7,9,4,684021216
2641,10,5,3,751471125
4495,6,3,4,1243797005
1915,10,2,3,967154027
66,7,6,4,1212062003
625,8,6,2,1259505002
3306,8,8,3,1120585012
2609,3,9,1,1237470003
1441,8,8,4,982708056
1806,9,8,3,1230483003
4928,9,6,2,1247702001
4844,6,10,3,1202833001
3063,2,9,3,1238254003
4552,8,5,1,685816238
2047,6,4,1,1223950002
2464,4,3,3,1254862001
1905,10,10,2,1232198001
5,1,9,3,302334001
1467,5,5,1,811993073
2168,7,3,4,1210949002
3364,1,5,3,1243428001
790,5,3,4,1010387030
828,1,2,3,970819060
1721,9,3,4,1243043001
2963,6,3,2,1101074001
714,2,3,3,1013956057
1584,1,9,2,1218544010
111,10,7,1,1160381015
3601,4,10,2,967955100
2629,6,5,3,1252015001
948,1,4,2,302334001
1936,8,1,4,1171979005
3131,4,6,4,1228521005
2319,6,5,4,1174963001
997,10,8,1,1211995003
1455,1,3,2,1231066001
2071,2,1,3,1252475001
2393,4,4,4,1254027001
2370,4,9,3,1238419003
4698,4,10,2,1240137003
728,6,10,1,1265972001
2569,6,7,4,1247875003
4587,5,9,3,1252475001
2937,3,9,2,1226252005
3682,10,6,4,1152460006
2112,8,9,1,1251143001
4793,4,10,1,1222741001
4149,6,2,4,1246585001
3109,2,7,2,1241284003
357,8,2,3,1252048001
703,6,7,4,1225464004
2902,3,7,4,1250388002
1191,8,10,1,1229908002
1260,9,9,2,1242094005
168,5,9,2,1048567051
1805,6,6,3,1207485003
3105,4,6,2,1234729003
1043,9,2,1,1163560031
2777,3,10,3,1208997006
4766,9,5,2,1249234001
4086,2,3,2,1179415008
4906,9,2,1,970818079
4836,6,2,2,1246818001
4481,1,6,1,1236518001
495,4,6,3,1248295002
363,1,6,3,1252943003
2421,1,9,2,1251870001
4896,4,6,4,1210362005
4832,10,4,2,1240430001
3187,4,1,4,1034065109
1536,1,2,4,1243048004
708,7,2,4,1024256012
2021,2,2,4,1165160002
3722,5,5,2,1158572005
3569,4,7,4,1214789001
3782,10,6,2,1220978012
2434,1,10,2,1260200003
3520,1,10,3,1090271047
1854,3,4,1,570002180
3159,7,2,1,1230818002
4711,6,10,1,795243032
3508,6,2,4,1056633031
612,10,7,4,1170373001
2514,1,1,3,302334001
3998,6,4,1,1225784002
1977,5,4,3,1236071003
3657,7,4,4,1224162001
594,10,1,2,986211055
2200,1,1,4,1172290010
2246,6,9,2,1250388002
1962,1,3,1,1169363011
3926,3,6,1,1012056029
1239,4,4,1,1231343009
4376,5,2,4,1202762006
3457,10,8,3,1256445003
3895,9,2,4,1199249001
2530,4,6,2,1240982001
4428,9,1,2,1259302001
3301,2,7,3,1243891005
3220,6,5,4,1163560033
4081,6,8,3,795243001
567,6,2,3,1226252001
2400,10,4,1,1165160003
3927,8,2,4,1233111002
4636,2,8,1,1236475002
324,2,6,4,1008549030
1280,6,9,2,1193602027
379,9,3,1,1214662002
4258,1,5,3,1034065120
4558,10,5,2,1246428001
977,2,8,4,1230964004
2036,7,8,3,1101074033
4280,10,3,3,1168458001
1914,8,9,4,1233207005
1875,4,8,1,1235414002
2485,3,6,2,1223045003
1750,8,4,1,1247284002
4763,5,4,3,1223045002
1432,2,10,1,1229982001
1186,2,2,1,988242024
1760,3,4,1,1158572005
3866,6,4,3,1122433001
4212,5,6,2,795243035
2350,1,3,4,1011828079
4470,4,4,1,1074658032
3246,5,6,3,1199249018
1115,10,2,1,1254668006
4202,8,2,2,1241432005
1340,10,7,1,1247701002
909,6,7,3,1238207003
760,5,4,3,1236905001
2010,7,9,3,1217918001
2108,2,6,4,1219907001
2646,10,9,2,967955100
3736,7,4,4,1143405002
2893,1,1,3,1230873005
3021,10,2,2,1257970001
1645,6,7,1,1217813005
4424,9,1,2,1239454002
588,2,8,2,1246799001
2231,6,6,2,1227730013
4171,3,6,1,1243667002
780,7,4,3,1215795001
4849,8,5,3,1089811024
2123,7,4,3,1199249021
4235,4,10,4,1224138001
3648,7,2,4,1236904013
3532,8,8,4,1224164001
4801,1,1,2,1241774002
646,10,8,4,1195817005
665,4,4,4,1234748001
1061,3,5,3,1158204008
4869,8,1,4,889828078
1431,7,4,3,963684006
3848,4,4,1,1237438001
1603,2,9,1,1241257002
2429,10,2,2,1232062002
2428,10,9,2,941666059
3303,5,9,3,1204876001
1987,8,4,3,1153153001
3655,10,3,2,1165850002
1481,1,5,4,1252160003
4027,5,8,2,1206905004
4663,5,9,2,1253873001
1369,2,4,2,1224431001
670,9,6,2,714026074
1579,2,10,1,1208540003
1205,2,10,2,932722100
3562,4,5,4,1226695002
4998,4,3,4,1231066003
1235,8,3,4,1228144004
2537,3,3,2,1250827001
3405,6,9,2,1233135003
4,7,8,1,1240985002
352,8,10,3,1158186005
2392,4,10,3,1119476020
2989,6,2,2,1234729003
2924,10,3,2,1255177001
2971,9,10,3,882925001
1047,3,7,1,1157660002
4617,5,3,2,1249485003
3810,2,6,3,1225334003
879,7,4,4,1229032002
3053,1,5,2,1221947002
4289,8,4,4,1158204008
1634,7,4,3,1227430001
3339,3,5,3,1227299005
4040,8,2,3,1249899002
2413,3,3,1,1240497001
4361,3,9,1,1230836008
1513,10,1,1,1228222001
3241,3,7,1,1214674001
4165,4,1,1,1228206002
2965,5,2,3,1024256012
3070,5,7,4,1160381015
4429,10,8,4,1034065122
4784,10,2,4,1204034003
2676,5,10,2,1215703003
3519,9,5,3,1226252014
925,7,3,4,1229746001
4810,6,1,3,1143405013
3733,1,7,4,1123621010
2836,7,7,4,1233109002
4790,6,8,2,1124589018
2151,5,2,1,1250175002
3420,7,8,3,1158565001
1031,1,7,1,1239067006
1635,1,1,3,975845084
1761,10,2,3,932722107
3136,7,8,3,1217176005
1118,2,5,4,1252020001
4599,2,8,2,1213772004
1041,8,2,3,456163179
4010,5,10,1,1212805007
3088,9,5,4,1240985001
3308,3,4,3,1228514008
4050,4,6,4,1141812001
4947,4,7,3,1089811013
52,6,1,2,1012056001
2134,5,7,2,1243101001
3861,8,2,3,1239684001
2300,10,8,1,1074658035
2430,8,2,4,714026062
1514,2,9,3,1243071001
1672,8,10,4,1224494002
1393,5,9,4,1210214003
475,7,4,3,1231422002
3728,8,2,2,982708055
4518,9,9,4,1219819001
1644,4,9,1,570002180
1757,2,10,1,1229332001
3796,7,3,3,1244890001
1827,9,5,3,1228437005
4562,8,3,2,1241284003
4203,4,7,2,1241927004
1681,6,4,1,1239446001
2939,9,1,4,1214462003
2380,8,7,3,1002227001
3677,5,3,4,1249504004
1125,7,8,3,1254978001
3623,6,2,3,1239450001
1120,7,5,3,1240355001
2952,2,10,3,1241654001
1612,7,2,3,871889064
3540,5,10,3,1240434001
4985,2,6,3,1199187006
4410,3,4,4,1243135004
3009,3,7,3,1238254002
2287,9,4,3,1024711023
994,7,4,4,1221963002
4459,6,2,4,1255383001
1578,6,9,2,1224171001
992,2,2,3,1244312001
213,9,5,2,1243048004
2930,4,6,1,1212769002
4285,7,4,1,1224911003
1646,4,7,2,1243381003
2455,7,10,3,1034065109
68,6,2,1,1228147003
1758,3,7,1,1219672002
3864,4,8,3,1234697002
3441,7,10,3,1213660001
2422,7,2,3,1034065102
1733,5,5,1,1211995003
2092,9,10,3,1255973001
1290,6,4,1,1214674002
3197,1,8,1,1152096038
2230,7,2,3,1226432002
1653,1,6,4,1157660001
1476,9,3,1,1247706001
3057,10,1,3,1254557001
2357,4,8,1,1090271042
1479,7,10,1,1239450003
4014,4,5,4,1209691006
466,6,2,3,1220978012
3452,2,1,3,1223577001
2853,9,7,1,1236723001
2610,7,1,2,1129534001
4789,7,5,2,1224494002
1238,9,2,1,1250388002
1691,3,5,3,1255564004
2249,8,8,1,988242023
3817,8,2,4,1224162001
1111,10,7,1,1012056026
510,1,8,4,1240734001
1829,4,6,3,991923001
4702,9,9,4,1206615001
1284,8,3,1,1228218001
4433,3,7,3,1247867002
1784,10,10,2,1152460005
1570,1,5,1,1199083001
4798,4,9,1,1249639001
4718,5,4,1,1241800006
138,6,2,2,1243101002
4654,5,4,4,1215380002
903,3,4,2,1249952001
2223,7,5,3,954253001
539,7,4,2,1208745002
4737,5,7,3,1200001004
1506,7,1,3,1150469001
3432,9,2,1,967154024
751,8,9,3,1243036002
4112,7,9,4,714026062
2394,10,8,3,1223912001
804,6,9,3,1191700013
351,4,6,3,1223577002
752,6,3,4,1231416003
3322,3,5,3,1232515002
4302,6,9,2,1191608001
2626,10,1,1,1002227003
2419,9,4,3,1216645006
3298,1,7,1,1240987001
293,8,1,2,1258014001
619,7,1,2,1242812003
366,3,4,1,967154027
3779,5,6,1,1228015003
3114,7,8,4,811993070
4736,3,5,1,1232062002
257,2,10,1,1101074034
2045,2,9,3,1241342002
